task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
296	81/f2b8a9	59895874	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:MOSDEPTH (Sample2)	COMPLETED	0	2025-08-29 14:46:21.902	2m 4s	1m 25s	151.8%	1.9 GB	2 GB	11 GB	39.6 MB
295	70/b08823	59895873	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (Sample2)	COMPLETED	0	2025-08-29 14:46:21.605	2m 49s	2m 10s	97.2%	283.1 MB	337.8 MB	7.2 GB	246.4 KB
301	ab/b0bd5d	59895876	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 14:46:24.274	3m 17s	2m 40s	106.6%	1.4 GB	5.8 GB	975.6 MB	1.2 MB
300	79/a63768	59895875	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 14:46:23.976	4m 12s	3m 36s	106.3%	1.4 GB	5.8 GB	1003.3 MB	1.2 MB
292	73/588484	59895860	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:GATK4_MARKDUPLICATES (Sample4)	COMPLETED	0	2025-08-29 14:37:56.056	12m 45s	11m 38s	131.6%	16.2 GB	33.8 GB	19.3 GB	5.5 GB
305	0a/dbd80d	59895877	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 14:46:24.595	5m 16s	2m 38s	107.9%	1.6 GB	33.6 GB	914.2 MB	1.2 MB
304	c2/f209f2	59895878	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 14:46:24.891	5m 26s	2m 48s	107.4%	1.6 GB	5.8 GB	923.9 MB	1.2 MB
293	66/1e42df	59895863	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:GATK4_MARKDUPLICATES (Sample3)	COMPLETED	0	2025-08-29 14:38:46.050	13m 25s	12m 11s	133.0%	17 GB	28.8 GB	17.4 GB	4.6 GB
303	92/1f5a21	59895880	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 14:46:41.078	5m 45s	2m 26s	109.3%	1.5 GB	5.8 GB	970.8 MB	1.2 MB
302	15/02c883	59895886	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 14:48:26.098	5m 10s	3m 37s	105.8%	1.4 GB	5.8 GB	971.8 MB	1.2 MB
307	61/8abdf0	59895902	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 14:50:41.104	3m 30s	2m 12s	108.7%	1.8 GB	5.8 GB	975.1 MB	1.2 MB
306	15/26dd81	59895901	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 14:50:36.086	3m 40s	2m 15s	109.0%	1.6 GB	5.8 GB	925.7 MB	1.2 MB
299	9e/f58bd8	59895895	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 14:49:41.099	5m 50s	3m 32s	108.1%	1.6 GB	33.6 GB	1.3 GB	1.2 MB
311	a1/312121	59895919	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 14:51:51.110	3m 45s	2m 34s	115.9%	1.6 GB	5.8 GB	1.1 GB	1.2 MB
294	0b/8773e2	59895866	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:GATK4_MARKDUPLICATES (Sample1)	COMPLETED	0	2025-08-29 14:42:01.336	13m 34s	12m 34s	131.9%	17.1 GB	28.8 GB	18 GB	4.9 GB
312	22/e25745	59895917	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 14:51:41.088	4m 10s	2m 48s	115.6%	1.2 GB	33.6 GB	830.4 MB	1.2 MB
298	c3/20c8a9	59895890	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 14:49:11.082	7m 20s	3m 33s	106.1%	1.2 GB	5.8 GB	1.2 GB	1.2 MB
310	18/115e42	59895923	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 14:52:11.116	5m 15s	2m 26s	107.6%	1.6 GB	5.8 GB	779.3 MB	1.2 MB
313	45/f3db90	59895944	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 14:54:11.120	3m 15s	1m 27s	113.7%	1.6 GB	5.8 GB	650.5 MB	1.2 MB
318	76/7f925e	59895966	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 14:55:36.339	2m 34s	11s	162.6%	1 GB	33.6 GB	180.1 MB	1.1 MB
309	c7/ce41de	59895940	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 14:53:36.098	4m 40s	2m 15s	110.1%	1.5 GB	5.8 GB	937.6 MB	1.2 MB
308	5b/eeecd2	59895931	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 14:52:26.104	6m	2m 22s	109.5%	1.6 GB	33.6 GB	981.3 MB	1.2 MB
316	53/31fa07	59895946	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 14:54:16.101	4m 50s	2m 5s	110.4%	1.4 GB	5.8 GB	878.6 MB	1.2 MB
315	c8/5a3d2e	59895963	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 14:55:31.238	4m 35s	2m 7s	109.7%	1.5 GB	33.6 GB	830.2 MB	1.2 MB
317	ee/9b6214	59895968	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 14:55:36.633	5m 34s	2m 9s	109.4%	1.2 GB	5.8 GB	826.7 MB	1.2 MB
320	41/a6306e	59895988	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:MOSDEPTH (Sample5)	COMPLETED	0	2025-08-29 14:57:26.111	3m 50s	1m 13s	144.0%	1.9 GB	2 GB	9.9 GB	38.3 MB
314	4d/f5ef8e	59895972	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 14:55:51.106	5m 30s	2m 20s	106.7%	1.5 GB	5.8 GB	826 MB	1.2 MB
319	76/5baef9	59895981	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (Sample5)	COMPLETED	0	2025-08-29 14:56:31.104	4m 55s	2m 22s	97.1%	276.9 MB	340 MB	7.3 GB	247.1 KB
327	70/64b51f	59895989	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample5)	COMPLETED	0	2025-08-29 14:57:26.414	5m 59s	2m 25s	109.5%	1.2 GB	5.8 GB	972.2 MB	1.2 MB
323	be/1947d6	59895997	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample5)	COMPLETED	0	2025-08-29 14:58:11.113	5m 50s	3m	107.6%	1.7 GB	5.8 GB	1.3 GB	1.2 MB
329	48/4cd558	59896037	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample5)	COMPLETED	0	2025-08-29 15:01:11.162	2m 50s	2m 1s	108.7%	1.7 GB	5.8 GB	913.1 MB	1.2 MB
328	de/201d55	59895999	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample5)	COMPLETED	0	2025-08-29 14:58:16.121	6m 5s	2m 19s	108.9%	1.5 GB	5.8 GB	924.3 MB	1.2 MB
325	f4/61a0d9	59896023	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample5)	COMPLETED	0	2025-08-29 15:00:06.130	4m 20s	2m 23s	109.3%	1.5 GB	5.8 GB	974.9 MB	1.2 MB
326	2c/fee982	59896006	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample5)	COMPLETED	0	2025-08-29 14:59:06.135	6m 5s	3m 11s	106.7%	1.4 GB	5.8 GB	977.1 MB	1.2 MB
322	68/fa5338	59896001	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample5)	COMPLETED	0	2025-08-29 14:58:26.130	6m 55s	3m 21s	106.9%	1.2 GB	5.8 GB	1.2 GB	1.2 MB
324	98/3d5121	59896038	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample5)	COMPLETED	0	2025-08-29 15:01:16.128	5m 20s	2m 35s	107.8%	1.4 GB	5.8 GB	1000.8 MB	1.2 MB
331	3d/adf767	59896063	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample5)	COMPLETED	0	2025-08-29 15:03:26.146	3m 30s	1m 55s	110.8%	1.5 GB	5.8 GB	976.8 MB	1.2 MB
333	4d/4c0a11	59896043	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample5)	COMPLETED	0	2025-08-29 15:01:26.134	5m 40s	2m 3s	110.2%	1.3 GB	5.8 GB	938 MB	1.2 MB
330	68/5b3ea0	59896041	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample5)	COMPLETED	0	2025-08-29 15:01:21.154	5m 50s	2m 9s	109.6%	1.6 GB	5.8 GB	928.5 MB	1.2 MB
332	a6/1468d4	59896078	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample5)	COMPLETED	0	2025-08-29 15:04:01.149	3m 16s	2m 13s	108.0%	1.6 GB	5.8 GB	983.3 MB	1.2 MB
337	4b/6ee956	59896079	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample5)	COMPLETED	0	2025-08-29 15:04:01.460	3m 15s	1m 16s	115.7%	1.4 GB	5.8 GB	649.6 MB	1.2 MB
342	c7/652948	59896128	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample5)	COMPLETED	0	2025-08-29 15:06:56.362	1m 15s	11s	163.2%	872.4 MB	33.6 GB	179.2 MB	1.1 MB
334	fb/a72613	59896085	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample5)	COMPLETED	0	2025-08-29 15:04:21.151	3m 56s	2m 15s	109.4%	1.4 GB	5.8 GB	781.9 MB	1.2 MB
335	80/8d5032	59896086	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample5)	COMPLETED	0	2025-08-29 15:04:26.166	4m 41s	2m 5s	111.0%	1.6 GB	5.8 GB	1.1 GB	1.2 MB
336	7f/71059f	59896100	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample5)	COMPLETED	0	2025-08-29 15:05:11.360	4m 25s	2m 35s	109.6%	1.6 GB	5.8 GB	836.2 MB	1.2 MB
341	0d/a86d7c	59896130	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample5)	COMPLETED	0	2025-08-29 15:07:06.492	2m 46s	1m 51s	110.5%	1.6 GB	33.6 GB	828.6 MB	1.2 MB
340	0c/281ef1	59896125	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample5)	COMPLETED	0	2025-08-29 15:06:36.188	3m 16s	1m 50s	111.0%	1.6 GB	5.8 GB	878.4 MB	1.2 MB
338	98/9c701f	59896103	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample5)	COMPLETED	0	2025-08-29 15:05:21.164	4m 55s	2m 16s	109.2%	1.2 GB	5.8 GB	830.3 MB	1.2 MB
339	3a/0a0684	59896131	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample5)	COMPLETED	0	2025-08-29 15:07:11.159	4m	2m 10s	110.3%	1.5 GB	5.8 GB	833.9 MB	1.2 MB
343	c2/c1195f	59896133	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (Sample4)	COMPLETED	0	2025-08-29 15:07:17.214	3m 59s	2m 13s	96.9%	276.4 MB	341.5 MB	7.8 GB	253.3 KB
344	9e/26808f	59896134	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:MOSDEPTH (Sample4)	COMPLETED	0	2025-08-29 15:07:17.574	3m 58s	1m 12s	145.9%	1.9 GB	2 GB	8.8 GB	36.9 MB
353	30/90b53b	59896141	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample4)	COMPLETED	0	2025-08-29 15:08:11.309	3m 40s	1m 49s	111.7%	1.7 GB	5.8 GB	932.3 MB	1.3 MB
348	08/cad379	59896146	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample4)	COMPLETED	0	2025-08-29 15:09:07.748	3m 13s	2m 20s	109.4%	1.6 GB	5.8 GB	1 GB	1.3 MB
349	42/02997d	59896148	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample4)	COMPLETED	0	2025-08-29 15:09:36.817	3m 34s	2m 9s	110.9%	1.9 GB	5.8 GB	1007.4 MB	1.3 MB
346	ff/57886f	59896142	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample4)	COMPLETED	0	2025-08-29 15:08:18.723	5m 7s	3m 24s	107.7%	1.6 GB	5.8 GB	1.2 GB	1.3 MB
351	ef/50bf5f	59896156	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample4)	COMPLETED	0	2025-08-29 15:11:12.351	2m 54s	2m	109.8%	1.6 GB	5.8 GB	993.3 MB	1.3 MB
352	17/307572	59896149	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample4)	COMPLETED	0	2025-08-29 15:09:52.573	4m 13s	2m 1s	111.3%	1.6 GB	33.6 GB	951.8 MB	1.3 MB
350	4f/a3097f	59896152	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample4)	COMPLETED	0	2025-08-29 15:10:16.706	4m 19s	2m 31s	110.0%	1.8 GB	5.8 GB	1007.9 MB	1.3 MB
347	21/d3ddf7	59896150	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample4)	COMPLETED	0	2025-08-29 15:09:52.883	4m 48s	2m 40s	108.8%	1.7 GB	5.8 GB	1.3 GB	1.3 MB
361	4b/cdec94	59896158	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample4)	COMPLETED	0	2025-08-29 15:11:16.761	3m 39s	53s	124.3%	1.4 GB	5.8 GB	640.1 MB	1.3 MB
356	82/53addb	59896157	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample4)	COMPLETED	0	2025-08-29 15:11:16.438	3m 49s	2m 4s	111.1%	1.3 GB	5.8 GB	1005.4 MB	1.3 MB
358	49/8e5a89	59896159	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample4)	COMPLETED	0	2025-08-29 15:11:51.887	4m 24s	2m 11s	111.7%	1.4 GB	5.8 GB	806.8 MB	1.3 MB
354	65/3c5b68	59896169	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample4)	COMPLETED	0	2025-08-29 15:13:26.230	3m 20s	1m 44s	112.7%	1.6 GB	5.8 GB	935.4 MB	1.3 MB
355	67/51e784	59896175	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample4)	COMPLETED	0	2025-08-29 15:14:06.516	2m 39s	1m 42s	112.7%	1.6 GB	33.6 GB	991.5 MB	1.3 MB
357	d1/2279a8	59896174	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample4)	COMPLETED	0	2025-08-29 15:14:06.222	2m 45s	1m 46s	112.4%	1.5 GB	33.6 GB	957.5 MB	1.3 MB
359	dc/48463c	59896168	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample4)	COMPLETED	0	2025-08-29 15:13:11.258	3m 55s	2m 1s	112.3%	1.3 GB	5.8 GB	1.1 GB	1.3 MB
360	43/a81f95	59896161	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample4)	COMPLETED	0	2025-08-29 15:12:21.231	4m 50s	2m 5s	110.9%	1.6 GB	5.8 GB	863.5 MB	1.3 MB
366	54/3cbeb5	59896180	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample4)	COMPLETED	0	2025-08-29 15:14:56.226	2m 20s	14s	166.7%	1.6 GB	33.6 GB	195 MB	1.3 MB
362	7f/ea57b6	59896177	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample4)	COMPLETED	0	2025-08-29 15:14:36.237	3m 15s	1m 51s	111.6%	1.4 GB	5.8 GB	858.4 MB	1.3 MB
364	c4/454514	59896187	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample4)	COMPLETED	0	2025-08-29 15:15:06.224	3m 35s	1m 39s	114.1%	1.3 GB	5.8 GB	896.6 MB	1.3 MB
365	57/e5a0c4	59896178	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample4)	COMPLETED	0	2025-08-29 15:14:41.268	4m 5s	1m 44s	112.4%	1.5 GB	5.8 GB	848.6 MB	1.3 MB
363	c0/589dda	59896191	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample4)	COMPLETED	0	2025-08-29 15:16:16.232	2m 30s	1m 44s	111.3%	1.5 GB	5.8 GB	858.2 MB	1.3 MB
368	cc/d52fc9	59896197	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:MOSDEPTH (Sample3)	COMPLETED	0	2025-08-29 15:16:46.538	3m 29s	1m 11s	155.4%	1.9 GB	2 GB	9.9 GB	37.7 MB
367	fb/b4e6e6	59896196	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (Sample3)	COMPLETED	0	2025-08-29 15:16:46.233	3m 35s	2m 15s	97.0%	277.1 MB	335.7 MB	7.4 GB	247.4 KB
372	01/9aaf57	59896199	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-08-29 15:16:51.231	3m 40s	2m 28s	107.5%	1.4 GB	5.8 GB	1003.6 MB	1.2 MB
377	47/63ff41	59896201	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-08-29 15:17:06.234	3m 30s	2m 31s	109.6%	1.2 GB	5.8 GB	915.4 MB	1.2 MB
373	03/1ef013	59896202	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-08-29 15:17:11.243	3m 35s	2m 41s	107.9%	1.2 GB	5.8 GB	982.6 MB	1.2 MB
371	05/dee27c	59896203	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-08-29 15:17:16.237	4m 45s	2m 56s	108.4%	1.6 GB	5.8 GB	1.3 GB	1.2 MB
370	3f/68e2da	59896207	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-08-29 15:17:51.250	4m 20s	3m 7s	107.7%	1.5 GB	5.8 GB	1.2 GB	1.2 MB
381	b3/944cef	59896230	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-08-29 15:20:16.262	2m 45s	1m 56s	111.2%	1.6 GB	5.8 GB	941.8 MB	1.2 MB
383	3d/825331	59896231	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-08-29 15:20:21.242	2m 50s	2m 6s	110.8%	1.5 GB	5.8 GB	1.1 GB	1.2 MB
375	82/773501	59896212	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-08-29 15:18:46.238	4m 25s	2m 9s	109.8%	1.5 GB	5.8 GB	975.2 MB	1.2 MB
376	12/8d10c6	59896213	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-08-29 15:18:46.563	4m 29s	2m 13s	109.3%	1.6 GB	5.8 GB	930.4 MB	1.2 MB
374	40/3fe624	59896211	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-08-29 15:18:41.260	5m 5s	2m 41s	108.5%	1.5 GB	5.8 GB	981.1 MB	1.2 MB
379	bf/e40a9d	59896233	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-08-29 15:20:31.239	3m 25s	1m 52s	111.5%	1.5 GB	5.8 GB	973.8 MB	1.2 MB
385	7f/dded37	59896262	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-08-29 15:22:01.260	2m 20s	1m 19s	116.0%	1.5 GB	5.8 GB	652.2 MB	1.2 MB
390	27/a5bd2a	59896278	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-08-29 15:23:16.254	2m	11s	166.8%	1.1 GB	33.6 GB	177.2 MB	1.1 MB
382	33/5db638	59896235	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-08-29 15:20:36.289	4m 50s	2m 24s	110.2%	1.4 GB	33.6 GB	786.8 MB	1.2 MB
388	85/4ffe5e	59896277	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-08-29 15:23:11.560	2m 39s	1m 45s	111.1%	1.5 GB	33.6 GB	879 MB	1.2 MB
387	08/92c1d9	59896276	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-08-29 15:23:11.261	2m 55s	2m 4s	111.2%	1.8 GB	5.8 GB	836.6 MB	1.2 MB
378	23/7a5e5a	59896273	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-08-29 15:23:01.318	3m 15s	2m 15s	110.4%	1.3 GB	5.8 GB	928.7 MB	1.2 MB
380	34/9369c0	59896242	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-08-29 15:20:46.250	5m 35s	2m 16s	109.4%	1.2 GB	5.8 GB	984.3 MB	1.2 MB
384	cd/3a0413	59896264	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-08-29 15:22:11.489	4m 44s	2m 54s	108.7%	1.7 GB	5.8 GB	837.6 MB	1.2 MB
389	96/f003ec	59896284	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-08-29 15:23:46.261	4m 15s	1m 56s	111.0%	1.2 GB	5.8 GB	832.3 MB	1.2 MB
386	ae/58e298	59896286	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-08-29 15:23:56.247	4m 10s	2m 2s	110.1%	1.7 GB	33.6 GB	831.4 MB	1.2 MB
391	a6/6873ec	59896289	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (Sample1)	COMPLETED	0	2025-08-29 15:24:21.316	4m	2m 15s	98.3%	282.6 MB	336 MB	7.5 GB	247.2 KB
392	0e/1b9459	59896292	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:MOSDEPTH (Sample1)	COMPLETED	0	2025-08-29 15:25:16.253	3m 5s	1m 16s	147.5%	1.9 GB	2 GB	9 GB	39 MB
397	dd/313031	59896298	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample1)	COMPLETED	0	2025-08-29 15:26:06.264	3m 55s	3m	107.7%	1.6 GB	33.6 GB	988.2 MB	1.2 MB
398	37/90694d	59896296	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample1)	COMPLETED	0	2025-08-29 15:25:51.260	4m 20s	3m 8s	107.2%	1.8 GB	5.8 GB	992.6 MB	1.2 MB
395	3d/42ad57	59896293	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample1)	COMPLETED	0	2025-08-29 15:25:26.386	4m 50s	3m 10s	107.5%	1.6 GB	5.8 GB	1.3 GB	1.2 MB
